GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000163002    2  183882241  184126408     94      17  380032      -1.3553      0.91233
ENSG00000170396    2  185363093  185904219    125      18  413694     -0.36395      0.64205
ENSG00000188738    2  186503355  186798017     93       7  481432        1.636     0.050917
ENSG00000065548    2  187250883  187474090     61       7  477671      -0.7241       0.7655
ENSG00000213953    2  187261840  187465393     57       6  477316     -0.74508      0.77189
ENSG00000268846    2  187267219  187467356     54       6  477015     -0.70409      0.75931
ENSG00000138448    2  187354792  187645628     92      13  449244     0.062377      0.47513
ENSG00000144369    2  187458698  187730685     90      13  431357      0.64361      0.25991
ENSG00000163012    2  187592562  187813935     63      12  420334      0.31758       0.3754
ENSG00000064989    2  188107856  188413187     92       8  471830      0.16888      0.43295
ENSG00000003436    2  188228957  188530487     86      13  434681       1.1676      0.12148
ENSG00000144366    2  189056396  189560653    119      15  396533      0.60821      0.27152
ENSG00000174325    2  189498882  189754831     62       6  383908      0.91082       0.1812
ENSG00000168542    2  189739046  189977472     99      21  425891      0.75781      0.22428
ENSG00000204262    2  189796622  190144605    101      18  442984      0.11618      0.45375
ENSG00000115368    2  190206159  190440291     70      12  445091     -0.23411      0.59255
ENSG00000138449    2  190325305  190548484     91      21  442371      -1.1382      0.87248
ENSG00000138381    2  190426111  190635557     70      14  455410     -0.74622      0.77223
ENSG00000151687    2  190439016  190725919     97      16  469446     -0.30616      0.62026
ENSG00000128694    2  190511386  190727953     55       7  480535      0.15358      0.43897
ENSG00000128699    2  190535049  190749097     57       8  480612      0.55817      0.28836
ENSG00000231145    2  190542909  190743157     54       8  480494      0.49787      0.30929
ENSG00000064933    2  190549107  190842355     75      12  476961      0.84335      0.19952
ENSG00000187699    2  190644335  191168210    164      32  460670       2.1781     0.014699
ENSG00000138379    2  190820423  191027455     64      15  452841       1.0822      0.13959
ENSG00000198130    2  190954461  191308919    135      18  459590       2.0096     0.022238
ENSG00000151689    2  191108196  191336391     92      12  474142       1.9276     0.026951
ENSG00000151690    2  191173081  191473931    116      16  472867       1.1657      0.12186
ENSG00000189362    2  191269068  191499448     74      10  472869      0.95681      0.16933
ENSG00000138386    2  191411472  191657492     80      15  424401      0.32653      0.37201
ENSG00000115419    2  191645553  191930278    103      17  401369     -0.10396       0.5414
ENSG00000115415    2  191729084  191985686     92      19  411984      -1.1398      0.87281
ENSG00000138378    2  191794302  192116322    117      28  407378       -1.498      0.93293
ENSG00000128641    2  192009911  192390115    128      22  408677       0.5168      0.30265
ENSG00000173559    2  192442794  192661385     89      20  389081      0.33552      0.36862
ENSG00000168497    2  192599028  192811981     72      22  401759      0.63132      0.26392
ENSG00000144339    2  192713769  193160435    154      34  396734     -0.84533      0.80104
ENSG00000196950    2  196340701  196702426    112      18  438575      -0.5041      0.69291
ENSG00000118997    2  196502427  197033536    143      14  477996      0.37694      0.35311
ENSG00000081320    2  196898290  197141227    108      18  448278     -0.17839      0.57079
ENSG00000138411    2  196959094  197558416    262      37  424363      0.36419      0.35786
ENSG00000144395    2  197404278  197728214     80       8  473004      0.25571      0.39909
ENSG00000119041    2  197527756  197764449     62       6  474833     -0.67459      0.75003
ENSG00000187944    2  197569726  197775000     58       5  477874     -0.77554      0.78099
ENSG00000197121    2  197597728  197892520    102      13  438979     -0.65625      0.74417
ENSG00000065413    2  197731741  198275897    217      39  407738     -0.27667      0.60898
ENSG00000115524    2  198154508  198399815     55       5  475302       1.4539     0.072992
ENSG00000115520    2  198218147  198440032     47       5  473881       1.5682     0.058419
ENSG00000144381    2  198251305  198481461     54       5  475028       1.4864     0.068589
ENSG00000115541    2  198264718  198468181     45       4  475798       1.4815     0.069242
ENSG00000270757    2  198265137  198515450     61       5  477342       1.3879     0.082579
ENSG00000115540    2  198280295  198518423     61       5  477342        1.418      0.07809
ENSG00000162944    2  198332948  198640769     93       6  478078       1.3467     0.089041
ENSG00000222017    2  198457830  198739547     91       6  478750       1.1498      0.12511
ENSG00000247626    2  198470087  198673113     66       5  477750       1.1384      0.12747
ENSG00000152430    2  198491603  198751486     79       5  478145        1.086      0.13873
ENSG00000115896    2  198569426  199537305    297      37  427397      0.48879      0.31249
ENSG00000119042    2  200034223  200435989     81      10  465813      0.42406      0.33576
ENSG00000226124    2  200525267  200815896     90      18  449322       1.7238     0.042368
ENSG00000178074    2  200675979  200920658     83      12  476738       2.5624    0.0051974
ENSG00000162971    2  200694698  200920459     75      11  476099       2.6234    0.0043533
ENSG00000162972    2  200720040  200973263     83      10  477749       2.5126    0.0059928
ENSG00000196141    2  201070604  201446986    216      37  470616      0.67741      0.24907
ENSG00000155729    2  201253675  201484507    143      26  472723     -0.25346      0.60004
ENSG00000163535    2  201274731  201548505    181      31  475658     -0.41408      0.66059
ENSG00000138356    2  201350591  201641787    192      36  477925     -0.53298      0.70298
ENSG00000082153    2  201575317  201788569     85      16  475231       1.1742      0.12017
ENSG00000013441    2  201617732  201829422     68      12  481004       1.4099     0.079284
ENSG00000240344    2  201635630  201854026     61      11  480806        1.326     0.092414
ENSG00000196290    2  201654050  201868655     53       8  480515       1.1166      0.13208
ENSG00000115942    2  201673696  201928403     59       8  481024      0.96703      0.16676
ENSG00000155744    2  201738441  202036394     68       7  479770      0.56363       0.2865
ENSG00000119013    2  201836156  202050473     51       7  477468      0.52451      0.29996
ENSG00000003402    2  201880827  202141410     79      13  479333      0.64571      0.25923
ENSG00000003400    2  201947604  202194129     88      15  479680      0.89175      0.18626
ENSG00000064012    2  201998166  202252434    106      16  480831      0.79462      0.21342
ENSG00000155749    2  202052994  202322121    107      13  482573      0.52566      0.29956
ENSG00000115993    2  202141930  202416302     92       9  482366      0.16253      0.43544
ENSG00000082146    2  202152581  202445569     99      10  482391     0.035171      0.48597
ENSG00000155754    2  202252148  202583901    122      22  475112      0.21281      0.41574
ENSG00000155755    2  202384907  202608293     92      21  471497      0.68699      0.24605
ENSG00000082126    2  202409593  202663417    109      21  473249       0.6792      0.24851
ENSG00000003393    2  202465277  202745912    124      24  464967      0.76851      0.22109
ENSG00000138395    2  202555184  202860273    137      28  451950     -0.11292      0.54495
ENSG00000155760    2  202799310  203003160    116      25  402722       -1.397      0.91879
ENSG00000182329    2  202837978  203162585    144      26  412649     -0.22119      0.58753
ENSG00000116030    2  202970903  203203331     70      10  431516       0.7772      0.21852
ENSG00000267889    2  203004292  203204435     54       8  426440       1.1663      0.12174
ENSG00000055044    2  203030439  203268389     59       8  417579        1.509      0.06565
ENSG00000204217    2  203141659  203532474     88      10  410265       2.4234    0.0076873
ENSG00000138439    2  203399901  203734480     79      14  469777      0.78778      0.21541
ENSG00000163596    2  203540690  203836708     80      13  479333      0.55449      0.28962
ENSG00000138442    2  203639505  203979521     73      10  481306      0.70066      0.24176
ENSG00000138380    2  203676937  203951786     57       8  480906      0.57386      0.28303
ENSG00000144426    2  203779602  204191101     96       8  480599       1.3074     0.095534
ENSG00000119004    2  204003663  204263009     69       7  481272       1.6077     0.053955
ENSG00000138443    2  204092942  204412446    101       8  480228       1.6559      0.04887
ENSG00000173166    2  204159068  204500133    112      15  468592       2.2036     0.013776
ENSG00000178562    2  204471198  204703635     72      16  455754    -0.090119       0.5359
ENSG00000163599    2  204632509  204838683     90      16  462143       1.0934       0.1371
ENSG00000163600    2  204701471  204926300    103      21  448290      0.56217        0.287
ENSG00000116117    2  205310516  206584886    577      83  407279     -0.31987      0.62547
ENSG00000118257    2  206446714  206762857    138      40  379023      0.22276      0.41186
ENSG00000114933    2  206758445  207051027    122      18  460297      0.24665      0.40259
ENSG00000023228    2  206879541  207124327     90      11  482730     -0.42939      0.66618
ENSG00000114942    2  206924309  207127652     72       9  482730      -0.7599      0.77634
ENSG00000183671    2  206940040  207182771     85      10  482533      -1.0445      0.85188
